,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,labels,conda_id,pypi_id,open_issue_count,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge,updated_github_id
176,pycco,https://github.com/pycco-docs/pycco,,Literate-style documentation generator.,documentation,22,False,pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000000,2021-03-29 17:53:40.000000,2019-12-20 19:59:49.000000,132.0,28.0,748.0,2018-07-25 01:42:48.000000,0.6.0,11.0,36.0,,,pycco,27.0,222.0,447.0,223.0,https://pypi.org/project/pycco,2018-07-25 01:42:48.000000,224.0,2854.0,2854.0,,,,3.0,,,,,,,,,,,,,,,
177,pynsist,https://github.com/takluyver/pynsist,,Build Windows installers for Python applications.,packaging,22,True,takluyver/pynsist,https://github.com/takluyver/pynsist,MIT,2014-03-30 19:11:21.000000,2021-06-21 13:21:11.000000,2021-06-21 13:21:11.000000,101.0,130.0,717.0,2020-07-03 08:11:24.000000,2.5.1,21.0,28.0,,,pynsist,25.0,543.0,88.0,,https://pypi.org/project/pynsist,2021-03-28 16:28:58.000000,88.0,4684.0,4684.0,,,,3.0,,,,,,,,,,,,,,,
178,python-hunter,https://github.com/ionelmc/python-hunter,,Hunter is a flexible code tracing toolkit.,debugging,22,True,ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000000,2021-06-23 20:47:14.000000,2021-06-23 16:06:47.000000,32.0,47.0,629.0,2021-06-23 20:47:14.000000,3.3.8,45.0,8.0,,,hunter,37.0,957.0,97.0,63.0,https://pypi.org/project/hunter,2021-06-23 20:47:14.000000,34.0,6582.0,6582.0,,,,3.0,,,,,,,,,,,,,,,
179,baron,https://github.com/PyCQA/baron,,"IDE allow you to refactor code, Baron allows you to write refactoring code.",refactoring,22,False,PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000000,2021-01-31 10:24:10.000000,2020-02-10 02:47:14.000000,50.0,29.0,259.0,2019-02-25 23:55:38.000000,0.8,19.0,31.0,,,baron,46.0,1489.0,275.0,163.0,https://pypi.org/project/baron,2019-02-01 15:17:04.000000,112.0,31929.0,31929.0,,,,3.0,,,,,,,,,,,,,,,
180,pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,,It helps to use fixtures in pytest.mark.parametrize.,testing,22,True,tvorog/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000000,2021-07-09 17:10:56.000000,2021-07-09 17:10:56.000000,14.0,19.0,196.0,2020-02-01 18:04:00.000000,0.6.3,12.0,8.0,['pytest'],conda-forge/pytest-lazy-fixture,pytest-lazy-fixture,15.0,94.0,425.0,363.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000000,62.0,181202.0,186339.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2020-02-01 18:49:47.818000,261999.0,3.0,,,,,,,,,,,,,,,
181,releases,https://github.com/bitprophet/releases,,A powerful Sphinx changelog-generating extension.,documentation,22,False,bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000000,2020-01-30 01:07:19.000000,2020-01-26 03:27:03.000000,38.0,42.0,158.0,2020-01-11 00:29:49.000000,1.6.3,32.0,10.0,['sphinx'],,releases,30.0,520.0,1065.0,359.0,https://pypi.org/project/releases,2020-01-11 00:29:49.000000,706.0,3756.0,3756.0,,,,3.0,,,,,,,,,,,,,,,
182,flake8-commas,https://github.com/PyCQA/flake8-commas,,Flake8 extension for enforcing trailing commas in python.,linters,22,False,PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000000,2021-02-14 21:22:27.000000,2019-06-17 12:14:38.000000,19.0,25.0,124.0,2018-03-19 16:49:31.000000,2.0.0,19.0,9.0,['flake8'],,flake8-commas,5.0,165.0,2215.0,1665.0,https://pypi.org/project/flake8-commas,2018-03-19 16:49:31.000000,550.0,244880.0,244880.0,,,,3.0,,,,,,,,,,,,,,,
183,memory_profiler,https://github.com/fabianp/memory_profiler,,Monitor Memory usage of Python code.,profiling,22,False,fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2016-05-26 17:45:08.632000,2020-10-20 18:00:58.207000,2018-06-28 13:35:12.000000,12.0,,63.0,2018-08-16 03:16:49.000000,0.54.0,52.0,61.0,,conda-forge/memory_profiler,memory_profiler,,500.0,534.0,,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000000,534.0,341430.0,343468.0,https://anaconda.org/conda-forge/memory_profiler,2020-10-20 18:00:58.207000,126417.0,3.0,,,,,,,,,,,,,,,
184,pyrasite,https://github.com/lmacken/pyrasite,,Inject code into running Python processes.,debugging,21,False,lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000000,2021-06-04 01:31:20.000000,2017-03-13 17:42:17.000000,190.0,15.0,2556.0,,,13.0,20.0,,,pyrasite,40.0,274.0,40.0,34.0,https://pypi.org/project/pyrasite,2012-05-09 19:11:33.000000,6.0,13908.0,13908.0,,,,3.0,,,,,,,,,,,,,,,
185,pyannotate,https://github.com/dropbox/pyannotate,,Auto-generate PEP-484 annotations.,refactoring,21,True,dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000000,2021-07-05 14:43:37.000000,2021-03-19 18:13:03.000000,47.0,33.0,1220.0,2019-09-16 15:37:03.000000,1.2.0,9.0,16.0,,,pyannotate,26.0,94.0,89.0,63.0,https://pypi.org/project/pyannotate,2019-09-16 15:37:03.000000,26.0,4875.0,4875.0,,,,3.0,,,,,,,,,,,,,,,
186,shiv,https://github.com/linkedin/shiv,,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",packaging,21,True,linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000000,2021-06-28 22:10:57.000000,2021-06-28 22:10:43.000000,69.0,60.0,1213.0,2021-04-27 16:06:42.000000,0.5.1,56.0,33.0,,,shiv,27.0,,10.0,,https://pypi.org/project/shiv,2021-04-30 16:25:28.000000,10.0,7611.0,7616.0,,,,3.0,,139.0,,,,,-1.0,,,,,,,,
187,wily,https://github.com/tonybaloney/wily,,"A Python application for tracking, reporting on timing and complexity in Python code.",code-metrics,21,True,tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000000,2021-07-01 09:03:50.000000,2021-07-01 09:03:43.000000,45.0,52.0,784.0,2020-09-02 06:33:11.000000,1.19.0,46.0,16.0,,,wily,28.0,703.0,16.0,,https://pypi.org/project/wily,2021-07-01 08:25:50.000000,16.0,9225.0,9225.0,,,,3.0,,,,,,,,,,,,,,,
188,python-manhole,https://github.com/ionelmc/python-manhole,,Debugging manhole for python applications.,debugging,21,True,ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000000,2021-04-08 20:15:04.000000,2021-04-08 17:55:02.000000,15.0,15.0,311.0,2021-04-08 20:14:54.000000,1.8.0,22.0,10.0,,,manhole,5.0,484.0,136.0,70.0,https://pypi.org/project/manhole,2021-04-08 20:14:54.000000,66.0,8871.0,8871.0,,,,3.0,,,,,,,,,,,,,,,
189,assertpy,https://github.com/ActivisionGameScience/assertpy,,Simple assertion library for unit testing in python with a fluent API.,testing,21,False,ActivisionGameScience/assertpy,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2017-11-21 01:38:07.332000,2020-07-19 15:23:26.710000,2019-10-30 17:50:10.000000,47.0,,248.0,,,13.0,10.0,,conda-forge/assertpy,assertpy,,279.0,124.0,,https://pypi.org/project/assertpy,2020-07-19 14:39:02.000000,124.0,157108.0,157372.0,https://anaconda.org/conda-forge/assertpy,2020-07-19 15:23:26.710000,11630.0,3.0,,,,,,,,,,,,,,,
190,pytest-docker,https://github.com/avast/pytest-docker,,Docker-based integration tests.,testing,21,True,avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000000,2021-06-14 12:23:31.000000,2021-06-14 12:23:20.000000,40.0,14.0,218.0,2021-06-14 12:12:56.000000,0.10.3,15.0,11.0,['pytest'],,pytest-docker,17.0,60.0,28.0,,https://pypi.org/project/pytest-docker,2021-06-14 12:09:30.000000,28.0,35940.0,35944.0,,,,3.0,,79.0,,,,,,,,,,,,,
191,mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,,An MkDocs plugin to export content pages as PDF files.,documentation,21,True,zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000000,2021-06-08 19:16:26.000000,2020-07-23 01:35:13.000000,31.0,44.0,193.0,2020-07-23 01:35:39.000000,0.5.8,22.0,9.0,['mkdocs'],,mkdocs-pdf-export-plugin,36.0,68.0,138.0,134.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2020-07-23 01:35:04.000000,4.0,10979.0,10979.0,,,,3.0,,,,,,,,,,,,,,,
192,dodgy,https://github.com/landscapeio/dodgy,,Looks at Python code to search for things which look dodgy such as passwords or diffs.,security,21,True,landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000000,2021-03-21 11:36:52.000000,2021-03-21 11:36:52.000000,18.0,3.0,90.0,2019-12-31 16:44:58.000000,0.2.1,10.0,14.0,,conda-forge/dodgy,dodgy,8.0,70.0,1881.0,1357.0,https://pypi.org/project/dodgy,2019-12-31 16:44:58.000000,524.0,140656.0,141072.0,https://anaconda.org/conda-forge/dodgy,2020-06-10 17:10:06.579000,24578.0,3.0,,,,,,,,,,,,,,,
193,flake8-builtins,https://github.com/gforcada/flake8-builtins,,Check for python builtins being used as variables or parameters.,linters,21,True,gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000000,2021-04-21 08:08:02.000000,2021-04-14 06:13:26.000000,16.0,31.0,68.0,2020-05-14 10:45:01.000000,1.5.3,23.0,14.0,['flake8'],conda-forge/flake8-builtins,flake8-builtins,2.0,211.0,2841.0,2329.0,https://pypi.org/project/flake8-builtins,2020-05-14 10:45:01.000000,512.0,332060.0,334210.0,https://anaconda.org/conda-forge/flake8-builtins,2020-05-18 15:22:26.836000,120431.0,3.0,,,,,,,,,,,,,,,
194,Profiling,https://github.com/what-studio/profiling,,Was an interactive continuous Python profiler.,profiling,20,True,what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000000,2020-08-24 01:31:58.000000,2020-08-24 01:31:58.000000,114.0,20.0,2993.0,2017-06-28 06:10:16.000000,0.1.3,3.0,18.0,,,profiling,15.0,433.0,40.0,35.0,https://pypi.org/project/profiling,2017-06-28 06:10:16.000000,5.0,2991.0,2991.0,,,,3.0,,,,,,,,,,,,,,,
195,PrettyErrors,https://github.com/onelivesleft/PrettyErrors,,Prettify Python exception output to make it legible.,logging,20,True,onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000000,2021-07-02 11:03:45.000000,2021-07-02 11:03:29.000000,65.0,29.0,2128.0,2021-07-02 11:03:45.000000,1.2.23,46.0,5.0,,,pretty_errors,1.0,128.0,0.0,,https://pypi.org/project/pretty_errors,2021-07-02 11:03:45.000000,0.0,14283.0,14283.0,,,,3.0,,,,,,,,,,,,,,,
196,xar,https://github.com/facebookincubator/xar,,executable archive format.,packaging,20,True,facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000000,2021-07-21 17:45:24.000000,2021-07-21 17:45:19.000000,45.0,21.0,1465.0,2020-12-02 20:41:20.000000,20.12.2,3.0,23.0,,,xar,8.0,62.0,15.0,15.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000000,,230.0,230.0,,,,3.0,,,,,,,,,,,,,,,
197,mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,,"Automatic documentation from sources, for MkDocs.",documentation,20,True,mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000000,2021-07-02 08:32:58.000000,2021-06-09 21:25:32.000000,47.0,135.0,406.0,2021-06-09 21:24:38.000000,0.15.2,37.0,19.0,['mkdocs'],conda-forge/mkdocstrings,mkdocstrings,42.0,429.0,0.0,,https://pypi.org/project/mkdocstrings,2021-06-09 21:24:38.000000,0.0,51622.0,52268.0,https://anaconda.org/conda-forge/mkdocstrings,2021-06-10 00:40:28.008000,5822.0,3.0,,,,,,,,,,,,,,,
198,Fixit,https://github.com/Instagram/Fixit,,"Fixit is a Python Lint Framework based on LibCST. It comes with useful default lint rules for coding convention,..",linters,20,True,Instagram/Fixit,https://github.com/Instagram/Fixit,MIT,2020-02-20 19:09:01.000000,2021-06-07 21:33:33.000000,2021-06-02 20:45:01.000000,37.0,25.0,248.0,2020-12-11 01:56:10.000000,0.1.3,5.0,25.0,,,fixit,34.0,156.0,7.0,7.0,https://pypi.org/project/fixit,2020-12-11 01:53:21.000000,0.0,1262.0,1262.0,,,,3.0,,,,,,,,,,,,,,,
199,blacken-docs,https://github.com/asottile/blacken-docs,,Run `black` on python code blocks in documentation files.,documentation,20,True,asottile/blacken-docs,https://github.com/asottile/blacken-docs,MIT,2018-06-03 02:48:01.000000,2021-07-19 22:56:40.000000,2021-07-19 22:56:39.000000,17.0,29.0,233.0,2021-03-02 02:05:09.000000,1.10.0,19.0,12.0,,conda-forge/blacken-docs,blacken-docs,2.0,176.0,22.0,,https://pypi.org/project/blacken-docs,2021-03-02 02:05:09.000000,22.0,5110.0,6531.0,https://anaconda.org/conda-forge/blacken-docs,2021-03-02 04:02:19.005000,17053.0,3.0,,,,,,,,,,,,,,,
200,pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,,pytest plugin for manipulating test data directories and files.,testing,20,False,gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000000,2020-11-22 23:34:25.000000,2019-10-22 13:19:39.000000,17.0,11.0,144.0,2019-10-22 13:04:22.000000,1.3.1,9.0,7.0,['pytest'],conda-forge/pytest-datadir,pytest-datadir,4.0,71.0,442.0,364.0,https://pypi.org/project/pytest-datadir,2019-10-22 13:04:22.000000,78.0,96649.0,98060.0,https://anaconda.org/conda-forge/pytest-datadir,2019-10-23 16:32:51.374000,80429.0,3.0,,,,,,,,,,,,,,,
201,flake8-mypy,https://github.com/ambv/flake8-mypy,,A plugin for flake8 integrating Mypy.,linters,20,False,ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000000,2020-06-19 16:51:36.000000,2020-06-19 16:51:00.000000,15.0,3.0,103.0,2017-08-31 23:17:01.000000,17.8.0,6.0,8.0,['flake8'],,flake8-mypy,19.0,50.0,912.0,714.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000000,198.0,42023.0,42023.0,,,,3.0,,,,,,,,,,,,,,,
202,sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,,sphinx builder that outputs markdown files.,documentation,20,True,codejamninja/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000000,2020-10-07 04:18:38.000000,2020-10-07 04:18:32.000000,28.0,16.0,101.0,2019-12-23 17:05:52.000000,0.5.4,22.0,16.0,['sphinx'],,sphinx-markdown-builder,18.0,99.0,198.0,156.0,https://pypi.org/project/sphinx-markdown-builder,2019-12-23 17:05:52.000000,42.0,13484.0,13484.0,,,,3.0,,,,,,,,,,,,,,,clayrisser/sphinx-markdown-builder
203,pylint-flask,https://github.com/jschaf/pylint-flask,,A Pylint plugin to analyze Flask applications.,linters,20,True,jschaf/pylint-flask,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000000,2021-03-10 19:35:23.000000,2021-03-10 19:35:23.000000,9.0,5.0,58.0,,,5.0,7.0,['pylint'],conda-forge/pylint-flask,pylint-flask,4.0,40.0,5869.0,5163.0,https://pypi.org/project/pylint-flask,2019-01-30 19:26:02.000000,706.0,169903.0,170761.0,https://anaconda.org/conda-forge/pylint-flask,2019-02-02 18:28:49.934000,50671.0,3.0,,,,,,,,,,,,,,,
204,Birdseye,https://github.com/alexmojaki/birdseye,,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,debugging,19,True,alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000000,2021-07-19 23:32:52.000000,2021-07-03 11:58:05.000000,67.0,32.0,1409.0,2021-07-03 11:54:41.000000,0.9.1,36.0,9.0,,,birdseye,17.0,403.0,0.0,,https://pypi.org/project/birdseye,2021-07-03 11:54:41.000000,0.0,986.0,986.0,,,,3.0,,,,,,,,,,,,,,,
205,pyflow,https://github.com/David-OConnor/pyflow,,An installation and dependency system for Python.,dependency-managers,19,True,David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000000,2021-07-13 14:36:24.000000,2021-07-13 14:36:24.000000,31.0,66.0,828.0,2021-07-02 13:17:04.000000,0.3.1,26.0,24.0,,,pyflow,43.0,333.0,0.0,,https://pypi.org/project/pyflow,2021-07-02 13:17:04.000000,0.0,259.0,400.0,,,,3.0,,3262.0,,,,,,,,,,,,,
206,vex,https://github.com/sashahart/vex,,Run a command in the named virtualenv.,virtual-envs,19,False,sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000000,2021-01-19 19:03:16.000000,2019-05-10 19:18:48.000000,23.0,38.0,369.0,2019-05-10 19:21:38.000000,0.0.19,18.0,3.0,,,vex,3.0,200.0,37.0,21.0,https://pypi.org/project/vex,2019-05-10 19:21:38.000000,16.0,2314.0,2314.0,,,,3.0,,,,,,,,,,,,,,,
207,python-devtools,https://github.com/samuelcolvin/python-devtools,,Dev tools for python.,logging,19,True,samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000000,2021-05-13 20:54:14.000000,2021-03-30 12:05:16.000000,12.0,22.0,364.0,2020-10-22 13:55:06.000000,0.6.1,10.0,5.0,,,python-devtools,12.0,83.0,386.0,385.0,https://pypi.org/project/python-devtools,2017-08-21 10:32:25.000000,1.0,508.0,508.0,,,,3.0,,,,,,,,,,,,,,,
208,constructor,https://github.com/conda/constructor,,tool for creating installers from conda packages.,packaging,19,True,conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000000,2021-05-24 15:52:40.000000,2021-05-24 15:52:40.000000,125.0,194.0,316.0,2021-04-03 16:53:20.000000,3.2.1,37.0,46.0,,constructor,,41.0,948.0,9.0,9.0,,,,,74.0,https://anaconda.org/anaconda/constructor,2021-04-01 17:48:58.348000,4285.0,3.0,,219.0,,,,,,,,,,,,,
209,dlint,https://github.com/dlint-py/dlint,,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,security,19,True,dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000000,2020-12-08 17:21:33.000000,2020-12-08 17:21:32.000000,13.0,12.0,315.0,2020-10-30 20:40:39.000000,0.11.0,13.0,7.0,,,dlint,20.0,201.0,18.0,,https://pypi.org/project/dlint,2020-10-30 20:40:39.000000,18.0,28262.0,28262.0,,,,3.0,,,,,,,,,,,,,,,
210,flakehell,https://github.com/life4/flakehell,,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",linters,19,True,life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000000,2021-01-11 21:35:41.000000,2021-01-11 21:35:40.000000,33.0,,223.0,2021-01-11 18:40:32.000000,0.9.0,28.0,15.0,['flake8'],,flakehell,4.0,368.0,0.0,,https://pypi.org/project/flakehell,2021-01-11 18:40:32.000000,0.0,106251.0,106253.0,,,,3.0,,57.0,,,,,,,,,,,,,
211,add-trailing-comma,https://github.com/asottile/add-trailing-comma,,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,refactoring,19,True,asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000000,2021-07-19 22:49:14.000000,2021-07-19 22:49:14.000000,14.0,34.0,186.0,2021-01-24 18:14:07.000000,2.1.0,30.0,9.0,,,add-trailing-comma,1.0,256.0,14.0,,https://pypi.org/project/add-trailing-comma,2021-01-24 18:14:07.000000,14.0,6133.0,6133.0,,,,3.0,,,,,,,,,,,,,,,
212,mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,,An MkDocs plugin that simplifies configuring page titles and their order.,documentation,19,True,lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000000,2021-04-20 17:08:31.000000,2020-12-22 01:43:41.000000,17.0,32.0,159.0,2020-12-22 02:04:30.000000,2.5.0,16.0,2.0,['mkdocs'],,mkdocs-awesome-pages-plugin,6.0,53.0,493.0,403.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,2020-12-22 01:59:58.000000,90.0,38601.0,38601.0,,,,3.0,,,,,,,,,,,,,,,
213,eradicate,https://github.com/myint/eradicate,,Removes commented-out code from Python files.,refactoring,19,False,myint/eradicate,https://github.com/myint/eradicate,Saxpath,2012-12-23 04:39:48.000000,2020-10-06 12:45:07.000000,2020-10-01 09:23:01.000000,19.0,13.0,114.0,2020-10-01 09:33:03.000000,2.0.0,16.0,7.0,,,eradicate,6.0,164.0,156.0,,https://pypi.org/project/eradicate,2020-10-01 09:33:03.000000,156.0,222945.0,222945.0,,,,3.0,,,,,,,,,,,,,,,
214,unimport,https://github.com/hakancelik96/unimport,,"A linter, formatter for finding and removing unused import statements.",refactoring,19,True,hakancelik96/unimport,https://github.com/hakancelik96/unimport,MIT,2019-09-08 09:49:24.000000,2021-07-20 08:34:36.000000,2021-06-26 10:53:22.000000,14.0,62.0,107.0,2021-06-26 10:40:10.000000,0.8.4,30.0,11.0,,,unimport,9.0,390.0,10.0,10.0,https://pypi.org/project/unimport,2021-06-26 10:40:10.000000,,4500.0,4500.0,,,,3.0,,,,,,,,,,,,,,,
215,mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,,Generate a single PDF file from MkDocs repository.,documentation,19,True,orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000000,2021-07-13 13:36:29.000000,2021-07-03 02:00:20.000000,12.0,33.0,70.0,2021-07-03 02:09:02.000000,0.9.3,28.0,6.0,['mkdocs'],,mkdocs-with-pdf,16.0,186.0,42.0,42.0,https://pypi.org/project/mkdocs-with-pdf,2021-07-03 02:04:39.000000,,6367.0,6367.0,,,,3.0,,,,,,,,,,,,,,,
216,flake8-bandit,https://github.com/tylerwince/flake8-bandit,,Automated security testing using bandit and flake8.,linters,19,True,tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000000,2020-12-29 20:50:06.000000,2020-08-29 05:51:08.000000,15.0,8.0,62.0,2019-10-08 03:58:31.000000,2.1.2,11.0,5.0,['flake8'],,flake8-bandit,3.0,44.0,156.0,,https://pypi.org/project/flake8-bandit,2019-10-08 03:58:31.000000,156.0,211324.0,211324.0,,,,3.0,,,,,,,,,,,,,,,
217,unify,https://github.com/myint/unify,,Modifies strings to all use the same quote where possible.,refactoring,19,False,myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000000,2021-04-21 16:21:07.000000,2019-08-07 13:44:00.000000,12.0,3.0,56.0,2013-06-22 15:34:37.000000,0.1.5,10.0,5.0,,,unify,10.0,69.0,314.0,260.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000000,54.0,44533.0,44533.0,,,,3.0,,,,,,,,,,,,,,,
218,mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,,MkDocs plugin for setting revision date from git per markdown file.,documentation,19,False,zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000000,2020-10-16 02:02:54.000000,2020-10-16 01:58:36.000000,5.0,9.0,35.0,2020-10-16 02:02:42.000000,0.3.1,8.0,6.0,['mkdocs'],,mkdocs-git-revision-date-plugin,2.0,24.0,274.0,256.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,2020-10-16 02:02:18.000000,18.0,12667.0,12667.0,,,,3.0,,,,,,,,,,,,,,,
219,pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,virtual-envs,18,True,pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000000,2021-06-17 17:35:52.000000,2021-06-17 17:35:52.000000,296.0,177.0,4393.0,2019-02-14 00:27:42.000000,1.1.5,7.0,44.0,,,,135.0,468.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
220,heartrate,https://github.com/alexmojaki/heartrate,,Simple real time visualisation of the execution of a Python program.,profiling,18,True,alexmojaki/heartrate,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000000,2021-07-06 10:06:18.000000,2021-07-06 10:06:18.000000,113.0,2.0,1278.0,2019-08-14 12:49:34.000000,0.2.1,3.0,2.0,,,heartrate,4.0,23.0,24.0,24.0,https://pypi.org/project/heartrate,2019-08-14 12:49:34.000000,0.0,346.0,346.0,,,,3.0,,,,,,,,,,,,,,,
221,portray,https://github.com/timothycrosley/portray,,Your Project with Great Documentation.,documentation,18,True,timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000000,2021-06-13 08:00:00.000000,2021-06-13 07:59:39.000000,57.0,29.0,750.0,2021-06-13 08:00:00.000000,1.7.0,28.0,16.0,,,portray,20.0,,8.0,,https://pypi.org/project/portray,2021-06-13 08:00:00.000000,8.0,7147.0,7147.0,,,,3.0,,,,,,,,,,,,,,,
222,pyheat,https://github.com/csurfer/pyheat,,pprofile + matplotlib = Python program profiled as an awesome heatmap!.,profiling,18,False,csurfer/pyheat,https://github.com/csurfer/pyheat,MIT,2017-02-04 22:56:02.000000,2021-01-08 21:28:29.000000,2018-12-06 03:53:03.000000,29.0,8.0,507.0,2018-12-06 03:59:34.000000,0.0.6,6.0,4.0,,,py-heat,3.0,51.0,39.0,29.0,https://pypi.org/project/py-heat,2018-12-06 03:59:34.000000,10.0,1364.0,1364.0,,,,3.0,,,,,,,,,,,,,,,
